grid_type,diffusion_evs,diffusion_hps,diffusion_pv_storage,curtailment,tariff_wholesale,tariff_grid_usage_fee,q,component,value
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 8_HH2a_random_vacWinter_ees,0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 34_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 20_HH2b_eff_vacSummer_ees,8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 11_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 37_HH2a_eff_vacWinter_ees,6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Load 35_entity,-6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 28_HH1a_random_vacSummer_ees,0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 3_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 17_HH1a_random_vacSummer_ees,0.00017345973079792426
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 24_entity,-5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 70_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 99_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 98_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 40_HH1a_random_vacWinter_ees,0.00047973815220775677
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 40_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 32_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 80_entity,-0.00021910200000000002
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 34_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 34_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 7_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 124_HH2b_eff_vacSummer_ees,8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 53_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 7_HH1a_random_vacSummer_ees,0.0002024510943176432
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 15_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 63_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 109_HH1b_eff_vacWinter_ees,9.538727600406979e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 109_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 80_entity,-9.52772760040698e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 8_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 8_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 4_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 55_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 55_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 37_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 44_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 44_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Load 41_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 34_HH2a_eff_vacSummer_ees,6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 70_entity,-6.415050748002853e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 34_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 70_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 5_HH1b_eff_vacWinter_ees,0.0001504342760040698
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Bus 5_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 14_entity,-5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.219 Load 26_entity,-9.52772760040698e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 23_HH1a_random_vacWinter_ees,0.0003411831522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 23_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 52_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 28_entity,-8.054700000000001e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 83_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 72_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 77_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 77_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 14_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 43_HH2a_eff_vacWinter_ees,6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 14_entity,-6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 12_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 12_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 28_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 60_HH2a_random_vacWinter_ees,0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 51_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 27_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 27_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 1_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 28_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 5_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 75_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 75_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 87_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 71_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 71_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 91_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 92_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 92_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 3_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 67_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 62_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 32_HH2a_random_vacSummer_ees,0.00029191683596354153
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 32_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 34_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 81_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 82_entity,-5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 83_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 46_HH1b_random_vacSummer_ees,0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 46_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 4_HH1a_random_vacSummer_ees,0.0002862644771619537
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 53_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 51_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 24_HH2b_eff_vacSummer_ees,8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 70_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 119_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 119_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 66_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 93_HH1b_eff_vacSummer_ees,9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 114_entity,-9.832741263355987e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 57_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 57_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 92_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 120_HH1b_random_vacSummer_ees,0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 18_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 24_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 24_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 3_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 75_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 76_entity,-0.00012186400000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 77_entity,-3.6414e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 115_HH2a_random_vacSummer_ees,0.00018565965571279644
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 115_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 26_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 4_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 29_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV1.202 Bus 6_HH2b_random_vacSummer_ees,0.00012255012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV1.202 Bus 6_HH2b_random_vacSummer_pv,-5.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV1.202 Load 6_entity,-0.00012204012052771712
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 18_LV6.202 Load 31_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 18_LV6.202 Load 78_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 31_entity,-0.00024164100000000004
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 78_entity,-0.00030466000000000005
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 79_entity,-0.0002078784724438226
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 102_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 102_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 30_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 132_HH1a_random_vacSummer_ees,0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 90_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 14_HH1b_random_vacSummer_ees,0.00046306240207682597
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 14_HH2a_random_vacSummer_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 28_entity,-0.00018515965571279643
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 72_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 73_entity,-0.00010955100000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 15_HH2b_eff_vacWinter_ees,0.00010251302699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 15_HH2b_eff_vacWinter_pv,-1.61e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 72_entity,-0.00010235202699728804
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 95_HH1a_eff_vacWinter_ees,7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 33_entity,-7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Bus 2_HH2b_eff_vacSummer_ees,8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.232 Load 11_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 30_HH1a_random_vacSummer_ees,0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 38_entity,-0.00011841273079792425
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 104_HH2a_eff_vacWinter_ees,6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 36_entity,-6.555416685459274e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 93_HH1b_eff_vacWinter_ees,9.538727600406979e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Bus 93_HH1b_eff_vacWinter_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV2.217 Load 33_entity,-9.52772760040698e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 111_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 111_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 68_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Bus 39_HH1a_eff_vacWinter_ees,7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV6.202 Load 17_entity,-7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 80_HH2b_eff_vacSummer_ees,8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 25_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 42_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 99_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 43_HH2b_eff_vacSummer_ees,8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 73_entity,-8.403836351971894e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 8_HH1a_random_vacWinter_ees,0.0002606361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 8_HH1a_random_vacWinter_pv,-7e-06
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 46_entity,-0.0002536361522077567
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 20_HH2b_random_vacWinter_ees,0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 12_entity,-0.0003564273749305765
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 47_HH1a_eff_vacSummer_ees,0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 100_entity,-0.00011176690583776863
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 91_HH1b_random_vacSummer_ees,0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 107_entity,-0.00016785174636402948
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Bus 77_HH1a_eff_vacWinter_ees,7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV2.203 Load 14_entity,-7.199970089717935e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 127_HH1b_random_vacWinter_ees,0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 48_entity,-0.00011490437023189402
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 69_LV3.203 Load 42_ees,0.00012186400000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 42_entity,-0.00012186400000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Bus 1_LV5.217 Load 7_ees,5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV5.217 Load 7_entity,-5.5047e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 71_LV3.202 Load 91_ees,3.6414e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 91_entity,-3.6414e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Bus 105_LV3.203 Load 94_ees,3.6414e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.203 Load 94_entity,-3.6414e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 60_LV3.202 Load 51_ees,0.00012197400000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 60_LV3.202 Load 51_pv,-1.1e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 51_entity,-0.00012186400000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 90_entity,-0.0011486719999999999
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 111_LV3.205 Load 68_ees,0.00010955100000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 68_entity,-0.00010955100000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Bus 11_LV3.202 Load 44_ees,0.00024164100000000004
standard,70,standard,standard,none,rtt,fix,q09701,LV3.202 Load 44_entity,-0.00024164100000000004
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 83_LV3.204 Load 72_ees,7.3534e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 83_LV3.204 Load 72_pv,-5e-07
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 72_entity,-7.3034e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Bus 6_LV4.202 Load 29_ees,5.4621000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV4.202 Load 29_entity,-5.4621000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Bus 13_LV3.204 Load 99_ees,0.00010955100000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV3.204 Load 99_entity,-0.00010955100000000001
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 80_LV3.205 Load 25_ees,5.4621000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Load 25_entity,-5.4621000000000004e-05
standard,70,standard,standard,none,rtt,fix,q09701,LV3.205 Bus 133_LV3.205 Load 9_ees,0.00010955100000000001
